上证50
上证50选取的是沪市中规模大、流动性最好的50只股票，也就是我们常说的“漂亮50”。
这是一个极不均匀的指数，行业的集中度非常高。从上图可以明显看出，金融股占据了62%的比重。银行、保险、证券成为了指数的三大巨头。当然有利必有弊，上证50常被人诟病的地方也在这，它的走势很容易被金融板块绑架。但不得不说，上证50是一个波动比较小，资产质量比较好的指数。

序号	股票代码	股票简称	最新价(元)	相关资料	主营行业	地区	权重(%)	每股收益(元)	每股净资产(元)	净资产收益率(%)	总股本(亿股)	流通股本(亿股)	流通市值(亿元)
251	300072	三聚环保	6.20	股吧 行情 档案 资讯	基础化工	北京市	0.17	0.03	3.95	0.77	23.50	21.42	132.78
252	603806	福斯特	48.70	股吧 行情 档案 资讯	电气设备	杭州市	0.17	1.13	11.39	10.30	5.23	5.23	254.51
253	600120	浙江东方	9.21	股吧 行情 档案 资讯	商贸零售	杭州市	0.17	0.54	9.52	6.13	15.91	12.11	111.49
254	603866	桃李面包	38.33	股吧 行情 档案 资讯	食品饮料	沈阳市	0.17	0.76	5.24	14.32	6.59	6.58	252.33
255	600409	三友化工	5.85	股吧 行情 档案 资讯	基础化工	唐山市	0.17	0.26	5.38	4.76	20.64	20.37	119.18
256	601000	唐山港	2.47	股吧 行情 档案 资讯	交通运输	唐山市	0.17	0.21	2.80	7.74	59.26	59.26	146.37
257	002030	达安基因	14.91	股吧 行情 档案 资讯	医药生物	广州市	0.17	0.10	2.95	3.85	7.97	7.60	113.33
258	600008	首创股份	3.27	股吧 行情 档案 资讯	公用事业	北京市	0.17	0.10	1.92	3.24	56.85	56.85	185.91
259	000738	航发控制	12.90	股吧 行情 档案 资讯	交运设备	无锡市	0.17	0.22	4.86	4.62	11.46	11.46	147.79
260	600863	内蒙华电	2.54	股吧 行情 档案 资讯	公用事业	呼和浩特市	0.17	0.16	2.00	7.48	58.08	58.08	147.54
261	000028	国药一致	49.48	股吧 行情 档案 资讯	医药生物	深圳市	0.17	2.25	29.08	7.99	4.28	4.23	181.95
262	600388	龙净环保	9.68	股吧 行情 档案 资讯	机械设备	龙岩市	0.17	0.52	5.14	10.58	10.69	10.69	103.48
263	601718	际华集团	3.68	股吧 行情 档案 资讯	纺织服装	北京市	0.17	0.01	4.09	0.24	43.92	43.92	161.61
264	600563	法拉电子	54.22	股吧 行情 档案 资讯	电子设备	厦门市	0.17	1.35	10.97	12.36	2.25	2.25	122.00
265	000685	中山公用	8.25	股吧 行情 档案 资讯	公用事业	中山市	0.16	0.50	8.78	5.85	14.75	12.53	103.39
266	601179	中国西电	3.52	股吧 行情 档案 资讯	电气设备	西安市	0.16	0.06	3.85	1.48	51.26	51.26	180.43
267	600633	浙数文化	9.20	股吧 行情 档案 资讯	文化传媒	杭州市	0.16	0.33	6.09	5.27	13.02	13.02	119.78
268	000758	中色股份	5.00	股吧 行情 档案 资讯	有色金属	北京市	0.16	-0.06	2.64	-2.14	19.69	19.69	98.46
269	600039	四川路桥	3.33	股吧 行情 档案 资讯	建筑	成都市	0.16	0.23	4.06	5.88	36.11	34.57	115.12
270	000930	中粮科技	6.69	股吧 行情 档案 资讯	农林牧渔	蚌埠市	0.16	0.21	5.22	4.12	18.48	8.12	54.35
271	300324	旋极信息	7.18	股吧 行情 档案 资讯	信息技术	北京市	0.16	0.13	3.02	4.49	17.49	11.49	82.51
272	600597	光明乳业	11.51	股吧 行情 档案 资讯	食品饮料	上海市	0.16	0.36	4.48	8.20	12.24	12.24	140.92
273	000887	中鼎股份	9.46	股吧 行情 档案 资讯	交运设备	宣城市	0.16	0.49	7.03	7.03	12.21	12.18	115.23
274	002266	浙富控股	4.57	股吧 行情 档案 资讯	电气设备	杭州市	0.16	0.04	1.69	2.50	19.79	16.38	74.84
275	600500	中化国际	5.21	股吧 行情 档案 资讯	基础化工	上海市	0.16	0.25	4.27	4.86	27.08	27.08	141.08
276	002603	以岭药业	16.23	股吧 行情 档案 资讯	医药生物	石家庄市	0.16	0.48	6.56	7.43	12.04	9.87	160.19
277	601958	金钼股份	7.29	股吧 行情 档案 资讯	有色金属	西安市	0.16	0.14	4.09	3.41	32.27	32.27	235.22
278	000078	海王生物	4.82	股吧 行情 档案 资讯	医药生物	深圳市	0.16	0.13	2.31	5.93	27.63	26.22	126.38
279	000400	许继电气	11.58	股吧 行情 档案 资讯	电气设备	许昌市	0.16	0.26	7.90	3.39	10.08	10.08	116.75
280	600729	重庆百货	27.70	股吧 行情 档案 资讯	商贸零售	重庆市	0.16	2.23	15.26	15.38	4.07	4.06	112.58
281	000158	常山北明	7.01	股吧 行情 档案 资讯	纺织服装	石家庄市	0.16	0.03	3.58	0.69	15.99	15.70	110.05
282	002709	天赐材料	25.15	股吧 行情 档案 资讯	基础化工	广州市	0.16	0.17	5.24	3.16	5.48	3.66	92.09
283	600598	北大荒	9.80	股吧 行情 档案 资讯	农林牧渔	哈尔滨市	0.16	0.55	3.81	14.65	17.78	17.78	174.21
284	600062	华润双鹤	13.77	股吧 行情 档案 资讯	医药生物	北京市	0.16	0.88	8.12	11.27	10.43	10.43	143.65
285	600056	中国医药	13.32	股吧 行情 档案 资讯	医药生物	北京市	0.16	0.91	8.38	11.13	10.68	10.68	142.27
286	000027	深圳能源	5.91	股吧 行情 档案 资讯	公用事业	深圳市	0.16	0.43	6.04	6.34	39.64	39.64	234.30
287	601228	广州港	3.74	股吧 行情 档案 资讯		广州市	0.16	0.12	2.12	5.74	61.93	14.43	53.97
288	600649	城投控股	5.48	股吧 行情 档案 资讯	房地产	上海市	0.16	0.19	7.59	2.59	25.30	24.21	132.66
289	601717	郑煤机	6.51	股吧 行情 档案 资讯	机械设备	郑州市	0.16	0.61	7.07	8.94	17.32	17.26	96.55
290	000528	柳工	6.61	股吧 行情 档案 资讯	机械设备	柳州市	0.15	0.60	6.87	8.92	14.76	14.63	96.68
291	000877	天山股份	10.69	股吧 行情 档案 资讯	建材	乌鲁木齐市	0.15	1.13	8.77	13.43	10.49	8.80	94.08
292	600827	百联股份	8.37	股吧 行情 档案 资讯	商贸零售	上海市	0.15	0.40	9.98	4.20	17.84	17.84	134.29
293	002701	奥瑞金	4.69	股吧 行情 档案 资讯	轻工制造	北京市	0.15	0.29	2.47	12.27	23.55	23.31	109.33
294	600908	无锡银行	5.29	股吧 行情 档案 资讯	金融	无锡市	0.15	0.52	5.79	8.66	18.48	16.97	89.76
295	600970	中材国际	6.38	股吧 行情 档案 资讯	建筑	南京市	0.15	0.66	5.61	12.49	17.40	17.37	110.82
296	600138	中青旅	11.40	股吧 行情 档案 资讯	餐饮旅游	北京市	0.15	0.75	9.07	8.59	7.24	7.24	82.52
297	600158	中体产业	9.77	股吧 行情 档案 资讯	房地产	天津市	0.15	0.04	2.02	1.92	8.44	6.57	64.24
298	600507	方大特钢	9.15	股吧 行情 档案 资讯	钢铁	南昌市	0.15	0.88	4.24	20.29	14.48	13.87	126.91
299	000488	晨鸣纸业	4.95	股吧 行情 档案 资讯	轻工制造	潍坊市	0.15	0.15	5.86	4.31	29.05	28.91	82.00
300	000008	神州高铁	3.42	股吧 行情 档案 资讯	交运设备	北京市	0.15	0.05	2.59	2.04	27.81	26.65	91.15
301	300002	神州泰岳	3.29	股吧 行情 档案 资讯	信息技术	北京市	0.15	-0.15	2.51	-5.83	19.61	16.30	53.62
302	601608	中信重工	3.78	股吧 行情 档案 资讯	机械设备	洛阳市	0.15	0.02	1.67	1.37	43.39	43.39	164.03
303	002815	崇达技术	18.38	股吧 行情 档案 资讯	电子设备	深圳市	0.15	0.47	4.02	12.09	8.84	4.17	76.74
304	000090	天健集团	5.06	股吧 行情 档案 资讯	建筑	深圳市	0.15	0.13	3.72	2.86	18.69	18.68	94.54
305	002665	首航高科	3.20	股吧 行情 档案 资讯	机械设备	北京市	0.15	0.01	2.65	0.23	25.39	22.56	72.20
306	600418	江淮汽车	4.90	股吧 行情 档案 资讯	交运设备	合肥市	0.15	0.06	6.86	0.94	18.93	18.93	92.77
307	000012	南玻A	4.60	股吧 行情 档案 资讯	建材	深圳市	0.15	0.18	3.07	5.84	31.08	30.67	90.05
308	002390	信邦制药	5.56	股吧 行情 档案 资讯	医药生物	黔南布依族苗族自治州	0.15	0.12	2.93	4.06	16.67	15.96	88.72
309	601598	中国外运	4.11	股吧 行情 档案 资讯	交通运输	北京市	0.15	0.29	3.75	8.31	74.01	34.97	55.55
310	000712	锦龙股份	13.94	股吧 行情 档案 资讯	金融	东莞市	0.14	0.14	3.79	3.63	8.96	7.96	110.96
311	002155	湖南黄金	7.65	股吧 行情 档案 资讯	有色金属	长沙市	0.14	0.08	4.09	2.08	12.02	12.02	91.95
312	600862	中航高科	11.15	股吧 行情 档案 资讯	交通运输	南通市	0.14	0.24	2.85	8.71	13.93	13.93	155.32
313	000826	启迪环境	8.79	股吧 行情 档案 资讯	公用事业	宜昌市	0.14	0.27	9.26	2.91	14.31	11.91	104.68
314	002444	巨星科技	11.70	股吧 行情 档案 资讯	机械设备	杭州市	0.14	0.68	6.88	10.36	10.75	10.12	118.37
315	600648	外高桥	16.93	股吧 行情 档案 资讯	房地产	上海市	0.14	0.65	9.41	7.10	11.35	11.35	158.26
316	600557	康缘药业	15.47	股吧 行情 档案 资讯	医药生物	连云港市	0.14	0.63	6.43	9.86	5.93	5.75	88.95
317	000681	视觉中国	17.80	股吧 行情 档案 资讯	文化传媒	常州市	0.14	0.31	4.40	7.19	7.01	6.61	117.69
318	603888	新华网	27.85	股吧 行情 档案 资讯	文化传媒	北京市	0.14	0.30	5.44	5.54	5.19	5.19	144.55
319	002002	鸿达兴业	4.03	股吧 行情 档案 资讯	基础化工	扬州市	0.14	0.19	2.53	7.70	25.89	25.50	102.76
320	002408	齐翔腾达	6.96	股吧 行情 档案 资讯	基础化工	淄博市	0.14	0.30	4.28	7.03	17.75	17.39	121.04
321	600195	中牧股份	11.77	股吧 行情 档案 资讯	农林牧渔	北京市	0.14	0.32	4.91	6.68	8.42	8.42	99.15
322	600717	天津港	6.18	股吧 行情 档案 资讯	交通运输	天津市	0.14	0.38	8.21	4.16	20.10	20.10	124.20
323	600823	世茂股份	4.09	股吧 行情 档案 资讯	房地产	上海市	0.14	0.41	6.46	6.45	37.51	37.51	153.42
324	600348	阳泉煤业	5.09	股吧 行情 档案 资讯	能源	阳泉市	0.14	0.66	7.31	7.30	24.05	24.05	122.41
325	000301	东方盛虹	5.05	股吧 行情 档案 资讯	公用事业	苏州市	0.14	0.29	3.34	9.00	40.29	12.18	61.52
326	600316	洪都航空	13.92	股吧 行情 档案 资讯	交运设备	南昌市	0.14	-0.11	6.70	-1.65	7.17	7.17	99.82
327	002183	怡亚通	4.04	股吧 行情 档案 资讯	交通运输	深圳市	0.14	0.03	2.83	1.19	21.23	21.20	85.66
328	601880	大连港	1.96	股吧 行情 档案 资讯	交通运输	大连市	0.14	0.04	1.44	2.93	128.95	128.95	151.62
329	600307	酒钢宏兴	1.90	股吧 行情 档案 资讯	钢铁	嘉峪关市	0.14	0.20	1.89	11.20	62.63	62.63	119.00
330	300134	大富科技	15.00	股吧 行情 档案 资讯	信息技术	深圳市	0.13	0.06	7.03	0.90	7.67	7.12	106.86
331	000156	华数传媒	9.92	股吧 行情 档案 资讯	文化传媒	杭州市	0.13	0.35	7.58	4.70	14.33	12.80	127.01
332	603712	七一二	24.50	股吧 行情 档案 资讯		天津市	0.13	0.15	3.01	4.90	7.72	3.66	89.78
333	002280	联络互动	3.58	股吧 行情 档案 资讯	信息技术	杭州市	0.13	0.01	2.43	0.40	21.77	17.63	63.12
334	600499	科达洁能	4.63	股吧 行情 档案 资讯	机械设备	佛山市	0.13	0.16	3.04	5.25	15.77	14.11	65.35
335	002203	海亮股份	9.77	股吧 行情 档案 资讯	有色金属	绍兴市	0.13	0.42	4.34	9.94	19.52	18.26	178.36
336	000967	盈峰环境	6.12	股吧 行情 档案 资讯	电气设备	绍兴市	0.13	0.30	4.78	6.52	31.63	20.04	122.65
337	600664	哈药股份	4.05	股吧 行情 档案 资讯	医药生物	哈尔滨市	0.13	0.00	2.08	0.08	25.07	25.07	101.53
338	600277	亿利洁能	4.13	股吧 行情 档案 资讯	综合	鄂尔多斯市	0.13	0.28	5.57	5.07	27.39	26.74	110.44
339	002920	德赛西威	34.40	股吧 行情 档案 资讯		惠州市	0.13	0.26	7.29	3.58	5.50	1.22	42.09
340	002640	跨境通	7.03	股吧 行情 档案 资讯	文化传媒	太原市	0.13	0.45	5.16	9.15	15.58	11.23	78.93
341	000732	泰禾集团	5.61	股吧 行情 档案 资讯	房地产	三明市	0.13	0.85	8.84	10.48	24.89	24.86	139.47
342	002249	大洋电机	3.84	股吧 行情 档案 资讯	电气设备	中山市	0.13	0.11	2.95	3.98	23.66	16.36	62.82
343	600645	中源协和	17.06	股吧 行情 档案 资讯	医药生物	天津市	0.13	0.21	7.16	3.05	4.68	3.84	65.47
344	002244	滨江集团	4.40	股吧 行情 档案 资讯	房地产	杭州市	0.13	0.28	5.12	5.53	31.11	27.03	118.93
345	600291	西水股份	8.24	股吧 行情 档案 资讯	金融	乌海市	0.13	-1.43	9.95	-13.34	10.93	10.93	90.07
346	600545	卓郎智能	6.08	股吧 行情 档案 资讯	建筑	乌鲁木齐市	0.12	0.19	2.53	7.77	18.95	11.24	68.36
347	601928	凤凰传媒	7.13	股吧 行情 档案 资讯	文化传媒	南京市	0.12	0.45	5.39	8.41	25.45	25.45	181.45
348	002302	西部建设	10.88	股吧 行情 档案 资讯	建材	乌鲁木齐市	0.12	0.48	5.64	8.98	12.62	12.39	134.81
349	600869	智慧能源	4.97	股吧 行情 档案 资讯	电气设备	西宁市	0.12	0.14	2.33	6.41	22.19	22.19	110.30
350	601678	滨化股份	4.90	股吧 行情 档案 资讯	基础化工	滨州市	0.12	0.22	4.05	5.58	15.44	15.44	75.68
351	000813	德展健康	6.04	股吧 行情 档案 资讯	医药生物	乌鲁木齐市	0.12	0.15	2.50	6.21	22.41	22.41	135.39
352	601611	中国核建	6.83	股吧 行情 档案 资讯	建筑	上海市	0.12	0.34	3.64	7.07	26.25	26.25	179.29
353	002745	木林森	13.92	股吧 行情 档案 资讯	电子设备	中山市	0.12	0.54	7.82	7.05	12.77	7.32	101.90
354	600765	中航重机	9.56	股吧 行情 档案 资讯	机械设备	贵阳市	0.12	0.26	6.15	4.50	9.34	7.78	74.38
355	601975	招商南油	2.68	股吧 行情 档案 资讯	交通运输	南京市	0.12	0.11	0.87	13.11	50.23	36.66	98.25
356	600339	中油工程	3.18	股吧 行情 档案 资讯	基础化工	克拉玛依市	0.12	0.07	4.18	1.75	55.83	55.83	177.54
357	601200	上海环境	11.60	股吧 行情 档案 资讯	公用事业	上海市	0.12	0.48	6.90	7.02	9.13	8.74	101.40
358	600478	科力远	4.54	股吧 行情 档案 资讯	有色金属	长沙市	0.12	-0.12	1.62	-8.24	16.53	14.70	66.72
359	000519	中兵红箭	7.68	股吧 行情 档案 资讯	有色金属	湘潭市	0.12	0.20	5.81	3.56	13.93	9.33	71.63
360	002426	胜利精密	2.04	股吧 行情 档案 资讯	机械设备	苏州市	0.12	-0.11	2.19	-4.73	34.42	28.26	57.66
361	000727	华东科技	1.97	股吧 行情 档案 资讯	电子设备	南京市	0.12	-0.40	1.76	-20.20	45.30	29.31	57.73
362	002434	万里扬	9.98	股吧 行情 档案 资讯	交运设备	金华市	0.12	0.27	4.56	5.75	13.40	11.74	117.14
363	000717	韶钢松山	4.20	股吧 行情 档案 资讯	钢铁	韶关市	0.12	0.53	3.09	18.90	24.20	24.20	101.62
364	600901	江苏租赁	5.88	股吧 行情 档案 资讯	金融	南京市	0.12	0.40	3.89	10.66	29.87	18.20	107.04
365	000959	首钢股份	3.35	股吧 行情 档案 资讯	钢铁	北京市	0.12	0.23	5.12	4.72	52.89	50.57	169.41
366	600859	王府井	13.52	股吧 行情 档案 资讯	商贸零售	北京市	0.12	1.09	14.54	7.67	7.76	5.69	76.90
367	600141	兴发集团	10.08	股吧 行情 档案 资讯	基础化工	宜昌市	0.12	0.35	8.20	3.88	10.28	7.14	71.94
368	000718	苏宁环球	3.39	股吧 行情 档案 资讯	房地产	吉林市	0.12	0.27	2.57	9.83	30.35	22.89	77.61
369	600312	平高电气	6.35	股吧 行情 档案 资讯	电气设备	平顶山市	0.12	0.09	6.60	1.32	13.57	13.57	86.16
370	600125	铁龙物流	5.61	股吧 行情 档案 资讯	交通运输	大连市	0.12	0.30	4.52	6.71	13.06	13.06	73.24
371	000761	本钢板材	3.73	股吧 行情 档案 资讯	钢铁	本溪市	0.12	0.13	5.02	2.53	38.75	38.75	129.63
372	000501	鄂武商A	11.08	股吧 行情 档案 资讯	商贸零售	武汉市	0.12	1.07	11.76	9.46	7.69	7.68	85.07
373	600835	上海机电	16.18	股吧 行情 档案 资讯	机械设备	上海市	0.12	0.84	10.96	7.82	10.23	10.23	130.49
374	600582	天地科技	3.10	股吧 行情 档案 资讯	机械设备	北京市	0.12	0.20	3.96	5.02	41.39	41.39	128.30
375	600017	日照港	2.79	股吧 行情 档案 资讯	交通运输	日照市	0.12	0.17	3.80	4.66	30.76	30.76	85.81
376	600748	上实发展	5.37	股吧 行情 档案 资讯	房地产	上海市	0.11	0.23	5.62	4.26	18.45	18.45	99.05
377	600751	海航科技	2.93	股吧 行情 档案 资讯	交通运输	天津市	0.11	0.10	4.74	2.04	28.99	28.99	75.39
378	000987	越秀金控	9.02	股吧 行情 档案 资讯	商贸零售	广州市	0.11	0.49	6.26	7.87	27.53	26.67	240.59
379	000543	皖能电力	4.36	股吧 行情 档案 资讯	公用事业	合肥市	0.11	0.37	5.78	6.05	22.67	17.90	78.06
380	002382	蓝帆医疗	14.10	股吧 行情 档案 资讯	基础化工	淄博市	0.11	0.39	8.68	4.64	9.64	6.40	90.29
381	600259	广晟有色	32.64	股吧 行情 档案 资讯	有色金属	海口市	0.11	0.23	5.80	4.10	3.02	3.02	98.51
382	002839	张家港行	5.48	股吧 行情 档案 资讯	金融	苏州市	0.11	0.41	5.46	7.24	18.08	8.66	47.44
383	600073	上海梅林	7.31	股吧 行情 档案 资讯	食品饮料	上海市	0.11	0.36	4.23	8.56	9.38	9.38	68.55
384	002491	通鼎互联	6.41	股吧 行情 档案 资讯	信息技术	苏州市	0.11	0.07	4.06	1.64	12.62	11.77	75.41
385	600126	杭钢股份	4.91	股吧 行情 档案 资讯	钢铁	杭州市	0.11	0.24	5.74	4.34	33.77	33.77	165.82
386	603568	伟明环保	26.35	股吧 行情 档案 资讯	公用事业	温州市	0.11	0.80	3.93	21.64	9.55	9.52	250.81
387	603328	依顿电子	11.87	股吧 行情 档案 资讯	电子设备	中山市	0.11	0.44	3.50	11.10	9.98	9.98	118.50
388	000006	深振业A	5.08	股吧 行情 档案 资讯	房地产	深圳市	0.11	0.33	4.73	7.18	13.50	13.48	68.49
389	002419	天虹股份	9.77	股吧 行情 档案 资讯	商贸零售	深圳市	0.11	0.54	5.61	9.80	12.00	12.00	117.22
390	300459	金科文化	3.32	股吧 行情 档案 资讯	基础化工	绍兴市	0.11	0.18	2.01	9.25	35.44	22.69	75.32
391	002544	杰赛科技	13.83	股吧 行情 档案 资讯	信息技术	广州市	0.11	0.09	3.68	2.60	5.71	5.13	70.90
392	600565	迪马股份	3.17	股吧 行情 档案 资讯	房地产	重庆市	0.11	0.23	3.35	6.92	24.36	23.69	75.09
393	600317	营口港	2.42	股吧 行情 档案 资讯	交通运输	营口市	0.11	0.13	1.88	7.03	64.73	64.73	156.65
394	002118	紫鑫药业	6.08	股吧 行情 档案 资讯	医药生物	通化市	0.10	0.06	3.43	1.69	12.81	12.80	77.85
395	002128	露天煤业	7.96	股吧 行情 档案 资讯	能源	通辽市	0.10	1.13	8.22	13.96	19.22	16.34	130.10
396	600639	浦东金桥	13.38	股吧 行情 档案 资讯	房地产	上海市	0.10	0.53	8.35	6.51	11.22	11.22	113.76
397	300159	新研股份	3.82	股吧 行情 档案 资讯	机械设备	乌鲁木齐市	0.10	0.07	4.52	1.70	14.90	10.93	41.75
398	603198	迎驾贡酒	18.65	股吧 行情 档案 资讯	食品饮料	六安市	0.10	0.75	5.52	13.72	8.00	8.00	149.20
399	002867	周大生	20.43	股吧 行情 档案 资讯		深圳市	0.10	1.01	6.06	17.37	7.31	2.47	50.55
400	002505	大康农业	1.70	股吧 行情 档案 资讯	农林牧渔	怀化市	0.10	0.01	0.83	1.16	54.85	54.85	93.25
401	000062	深圳华强	13.97	股吧 行情 档案 资讯	商贸零售	深圳市	0.10	0.47	4.82	10.05	10.46	10.45	145.94
402	002681	奋达科技	5.10	股吧 行情 档案 资讯	家电	深圳市	0.10	0.07	2.60	2.55	20.33	10.80	55.06
403	002051	中工国际	8.98	股吧 行情 档案 资讯	建筑	北京市	0.10	0.61	8.37	7.79	12.37	11.11	99.78
404	600787	中储股份	5.01	股吧 行情 档案 资讯	交通运输	天津市	0.10	0.12	5.07	2.38	22.00	22.00	110.21
405	002375	亚厦股份	5.38	股吧 行情 档案 资讯	建筑	绍兴市	0.10	0.23	5.91	3.77	13.40	12.13	65.28
406	002176	江特电机	3.42	股吧 行情 档案 资讯	交运设备	宜春市	0.10	0.00	2.06	0.18	17.06	17.05	58.33
407	000553	安道麦A	9.55	股吧 行情 档案 资讯	基础化工	荆州市	0.10	0.32	9.49	3.49	24.47	6.36	44.75
408	300376	易事特	4.86	股吧 行情 档案 资讯	电气设备	东莞市	0.10	0.17	2.23	7.95	23.20	23.08	112.19
409	000848	承德露露	7.37	股吧 行情 档案 资讯	食品饮料	承德市	0.10	0.37	1.94	19.02	9.79	9.78	72.10
410	601326	秦港股份	3.05	股吧 行情 档案 资讯		秦皇岛市	0.10	0.15	2.57	6.08	55.87	24.83	50.42
411	600759	洲际油气	2.67	股吧 行情 档案 资讯	能源	海口市	0.10	0.02	2.37	0.78	22.64	22.58	60.29
412	002470	金正大	2.56	股吧 行情 档案 资讯	基础化工	临沂市	0.10	0.15	3.33	4.54	32.86	28.37	72.62
413	300297	蓝盾股份	5.30	股吧 行情 档案 资讯	信息技术	广州市	0.10	0.14	3.94	3.74	12.50	9.72	51.53
414	601019	山东出版	6.78	股吧 行情 档案 资讯		济南市	0.10	0.52	4.86	11.02	20.87	4.27	28.94
415	600770	综艺股份	5.18	股吧 行情 档案 资讯	综合	南通市	0.09	0.01	2.67	0.47	13.00	13.00	67.34
416	603515	欧普照明	26.90	股吧 行情 档案 资讯	家电	上海市	0.09	0.80	6.30	13.23	7.56	7.54	202.76
417	002573	清新环境	6.30	股吧 行情 档案 资讯	公用事业	北京市	0.09	0.30	4.50	6.77	10.81	10.79	67.95
418	603377	东方时尚	17.22	股吧 行情 档案 资讯	交运设备	北京市	0.09	0.33	2.91	11.06	5.88	5.88	101.25
419	601139	深圳燃气	7.11	股吧 行情 档案 资讯	公用事业	深圳市	0.09	0.32	3.85	9.06	28.77	28.66	203.75
420	300197	铁汉生态	2.89	股吧 行情 档案 资讯	建筑	深圳市	0.09	0.01	2.75	0.33	23.46	16.67	48.17
421	000537	广宇发展	7.23	股吧 行情 档案 资讯	房地产	天津市	0.09	1.32	6.93	20.86	18.63	5.13	37.07
422	600985	淮北矿业	9.26	股吧 行情 档案 资讯	基础化工	淮北市	0.09	1.31	8.43	16.04	21.72	5.53	51.18
423	002093	国脉科技	7.93	股吧 行情 档案 资讯	信息技术	福州市	0.09	0.09	3.29	2.90	10.07	10.03	79.51
424	002285	世联行	3.24	股吧 行情 档案 资讯	房地产	深圳市	0.09	0.03	2.62	1.24	20.38	20.10	65.12
425	600329	中新药业	14.13	股吧 行情 档案 资讯	医药生物	天津市	0.09	0.58	6.77	8.79	7.73	7.66	79.96
426	000564	供销大集	2.15	股吧 行情 档案 资讯	商贸零售	西安市	0.09	-0.02	5.18	-0.29	60.08	20.06	43.13
427	600575	淮河能源	2.57	股吧 行情 档案 资讯	交通运输	芜湖市	0.09	0.14	2.38	6.12	38.86	38.86	99.88
428	600694	大商股份	26.37	股吧 行情 档案 资讯	商贸零售	大连市	0.09	2.85	30.35	9.85	2.94	2.94	77.45
429	601016	节能风电	2.37	股吧 行情 档案 资讯	公用事业	北京市	0.09	0.10	1.72	6.01	41.56	41.56	98.49
430	000426	兴业矿业	5.07	股吧 行情 档案 资讯	有色金属	赤峰市	0.09	-0.06	2.81	-2.00	18.37	14.61	74.08
431	002416	爱施德	7.16	股吧 行情 档案 资讯	商贸零售	深圳市	0.09	0.25	3.96	6.22	12.39	12.23	87.59
432	603766	隆鑫通用	3.63	股吧 行情 档案 资讯	机械设备	重庆市	0.09	0.30	3.41	9.17	20.54	20.54	74.54
433	600428	中远海特	3.56	股吧 行情 档案 资讯	交通运输	广州市	0.09	0.07	4.58	1.51	21.47	21.47	76.42
434	002653	海思科	23.12	股吧 行情 档案 资讯	医药生物	山南市	0.09	0.36	2.06	17.99	10.84	4.85	112.10
435	002672	东江环保	9.11	股吧 行情 档案 资讯	公用事业	深圳市	0.09	0.38	4.83	8.01	8.79	8.61	60.16
436	000869	张裕A	27.37	股吧 行情 档案 资讯	食品饮料	烟台市	0.08	1.06	14.44	7.47	6.85	6.85	124.11
437	002424	贵州百灵	9.07	股吧 行情 档案 资讯	医药生物	安顺市	0.08	0.21	2.88	7.61	14.11	7.28	66.01
438	002625	光启技术	8.44	股吧 行情 档案 资讯	交运设备	杭州市	0.08	0.04	3.56	1.01	21.55	5.11	43.12
439	603486	科沃斯	22.10	股吧 行情 档案 资讯		苏州市	0.08	0.18	4.39	4.09	5.64	1.80	39.70
440	002358	森源电气	6.52	股吧 行情 档案 资讯	电气设备	许昌市	0.08	0.07	5.39	1.27	9.30	9.10	59.36
441	000937	冀中能源	3.44	股吧 行情 档案 资讯	能源	石家庄市	0.08	0.21	5.92	3.58	35.34	29.07	99.99
442	600757	长江传媒	5.87	股吧 行情 档案 资讯	文化传媒	武汉市	0.08	0.53	5.89	9.28	12.14	12.13	71.23
443	000061	农产品	5.21	股吧 行情 档案 资讯	商贸零售	深圳市	0.08	0.10	2.97	3.29	16.97	16.95	88.33
444	600623	华谊集团	6.38	股吧 行情 档案 资讯	基础化工	上海市	0.08	0.26	8.66	2.97	21.05	21.05	118.81
445	000766	通化金马	6.50	股吧 行情 档案 资讯	医药生物	通化市	0.08	0.16	5.04	3.30	9.66	7.07	45.96
446	600053	九鼎投资	26.09	股吧 行情 档案 资讯	房地产	南昌市	0.08	0.52	4.76	10.67	4.34	4.34	113.11
447	600006	东风汽车	4.35	股吧 行情 档案 资讯	交运设备	襄阳市	0.08	0.17	3.65	4.60	20.00	20.00	87.00
448	002366	台海核电	6.43	股吧 行情 档案 资讯	公用事业	眉山市	0.08	0.14	3.56	4.08	8.67	5.00	32.14
449	002503	搜于特	2.22	股吧 行情 档案 资讯	纺织服装	东莞市	0.08	0.10	1.80	5.61	30.93	21.23	47.12
450	000536	华映科技	2.51	股吧 行情 档案 资讯	电子设备	福州市	0.08	-0.54	2.16	-22.22	27.66	27.63	69.35
451	300257	开山股份	10.02	股吧 行情 档案 资讯	机械设备	衢州市	0.08	0.11	4.14	2.59	8.58	8.18	81.94
452	601001	大同煤业	4.14	股吧 行情 档案 资讯	能源	大同市	0.08	0.40	3.84	11.34	16.74	16.74	69.29
453	000990	诚志股份	13.63	股吧 行情 档案 资讯	医药生物	南昌市	0.08	0.28	13.10	2.10	12.53	8.34	113.68
454	600098	广州发展	6.26	股吧 行情 档案 资讯	公用事业	广州市	0.08	0.26	6.18	4.20	27.26	27.26	170.66
455	601615	明阳智能	12.63	股吧 行情 档案 资讯	机械设备	中山市	0.08	0.38	4.44	9.71	13.80	9.25	116.79
456	000600	建投能源	4.64	股吧 行情 档案 资讯	公用事业	石家庄市	0.08	0.26	6.29	4.18	17.92	10.90	50.58
